hour,kiln_temperature_C,pressure_kPa,O2_pct,CO_ppm,fuel_flow_kgph
26,1435.2773702342806,103.31051737131635,1.6411374948008597,678.177350385684,8106.045242166488
27,1459.7074404518057,101.63047413912014,2.650948355751758,449.3529335858697,10573.152873769413
28,1481.995500619844,91.23956100238749,3.3829296175530503,447.49237402069684,11844.762255295656
29,1442.7035085092145,102.0379913064286,2.1379512605875224,860.3877798725091,8093.087742943303
30,1441.1595286458369,105.24801048510513,1.7363296552433125,727.0634488277356,10515.771387119536
31,1455.430208679137,103.90657067017862,3.1069618607696974,353.8311153141758,8709.758175118892
32,1461.2094040768488,104.05185132716733,3.4810102840013464,471.3559092202838,9488.072343171132
33,1439.9619590772818,106.80968658873387,3.3615146512071297,872.5714766587106,9715.976109500074
34,1462.3812452348204,105.06754818000319,1.7062477376718652,912.29761601161,10021.009489791428
35,1442.1521785961934,105.745714938905,3.291046456992401,450.2815108607468,8043.350605921193
36,1454.8624952873267,100.34928472816158,3.401214293875112,616.0940993109575,10527.348848679198
37,1423.119323497972,98.76613244105046,2.157329090739832,705.2666104693345,11009.49811775072
38,1459.3617972557822,104.1417275463214,1.6824122060973807,544.9782742323233,8230.235040066576
39,1418.6497337705457,109.8521575828336,3.2754083655165998,415.82351129687083,8468.268065710423
40,1456.1939718141343,98.18137723598012,2.736436126632522,191.01040851051124,8336.42722445999
41,1443.5004488964616,102.01911363763733,3.1437201185807124,735.6180044408466,8325.3951225676
42,1428.27873487754,93.96268112811723,3.125599134515005,952.5237196454729,11944.004255291484
43,1440.0365883504337,107.80055683124085,1.6670014333973375,799.4322243346932,10233.61699894322
44,1462.8648943480302,100.20030735018287,1.7223949646123027,543.3625938617732,8045.414579069677
45,1439.7648609831977,100.75902257232093,1.7376358325361438,205.7736220993944,10596.841208464255
46,1457.7901977136175,108.66369456501289,3.424345096949084,437.38352157133363,9142.848345127442
47,1444.8519814505325,103.28838227214419,3.4264450788812226,110.9390272208347,11879.515306830555
48,1453.3613872271562,101.06296200390898,1.6475931294707977,598.4688559611886,11877.210142476397
49,1484.136419463508,103.03113342524964,2.8914973779692343,509.0869582909959,10510.232320336254
50,1463.0848095508102,101.91671002869175,1.5908927606829157,352.8668706330073,11801.645936306235
51,1448.3360209655573,105.88154563240552,2.7402651956030732,349.6430646830194,8752.484638895045
52,1418.1415641353528,98.3712248915962,2.667312223701744,169.96117326848633,11897.579230664665
53,1421.3094022440366,102.8123822940265,3.1275900394138976,716.2580552984914,8650.467757379565
54,1430.1965018946903,110.15729382927177,3.3654569667080265,879.4575005503675,8180.874680424758
55,1448.8958332631214,99.58889405506395,3.121106661563666,988.54851638345,8601.667564414112
56,1424.3029820636368,107.76936187082707,3.4398287956292064,857.9070308221378,11353.314818844552
57,1413.216030980264,96.49353090667665,2.0468141438614125,150.7379469858344,11458.889505020212
58,1450.0786554957726,101.2349029688237,3.037974830361021,950.2891568941852,11398.589562709645
59,1445.3046443767535,93.00438263731259,1.75831883030299,958.6459245328501,10424.69853780352
60,1460.6742231713333,95.37678954081065,2.7362564809157917,422.3464462295565,8454.230368798517
61,1453.6350052912467,111.23699460565119,3.0446367834712786,568.1471510007941,11408.72600127416
62,1480.9112188732297,109.77670421221602,3.2533072053166903,463.1345795911573,8536.060913802563
63,1472.3356776082671,105.38912584240057,1.9259283230178215,222.7343280280928,8058.1786626715275
64,1465.8763673027438,92.20630256788442,2.2844880901994644,493.72742982135617,11616.634777974994
65,1453.0020162876012,90.14567085934794,3.067306025482286,456.88850408914317,10488.346800911495
66,1424.4492634096728,100.72226150551691,2.4182715124765224,982.0293177569293,9970.472375971478
67,1466.8401652719704,93.79402119752001,1.9802912375563861,168.27699529779753,8515.518887642596
68,1455.4989736914526,96.30060106836322,1.8637601687982897,411.1005549914769,11587.153639624048
69,1480.826389129322,99.40319996233171,1.8446397424032597,273.06011692780373,8163.474465065916
70,1442.0461357244135,97.03563583868828,1.8540209685534936,179.83228038135005,8482.543484402404
71,1428.488666961512,100.04233588043354,2.228539722096151,553.0755437693712,10761.579314517461
72,1439.5041173801112,102.0698995536711,3.2471572482135542,928.7851604786318,8244.311839419455
73,1462.7703139690077,97.89818138732224,2.9965193807673165,266.0689174207396,8837.397293346841
74,1445.8742245427254,89.49039417632207,2.736509543060592,432.02227561279517,9850.138864532591
75,1462.7710313856824,96.06032077101729,3.2904136753743987,560.5096979040995,10128.453941061263
76,1448.0812361277885,96.22229779699788,2.565234532910046,318.2234532712567,9076.972923797524
77,1447.1964231615939,100.76104561313231,2.1441583311663566,290.30320629689015,9309.989408711659
78,1475.3071245260885,105.40819878474726,3.078342477214677,548.5979790361516,8347.681152349694
79,1485.6149410523858,106.07266346343648,2.99087894836866,488.49359160671145,8510.321211182256
80,1436.8657261992287,94.08600134517832,2.7918344826632024,613.7004742020207,9424.386903591385
81,1450.4153639742433,101.63682739268577,1.974453583471989,191.60422535836335,8611.436556737328
82,1440.2403614631726,98.56437308117651,1.8731340481026115,356.5856518244624,8693.49438117902
83,1412.4586071750668,104.42321100777585,3.464757233817213,200.8350119512471,9591.422396182967
84,1441.348430041475,104.77695612912878,1.8417751747801316,701.7788979319879,11717.503956510343
85,1480.6498073452346,109.09806077718656,2.0599581873205683,792.5436398727433,8748.174994230094
86,1438.5511126518622,91.9755894966774,2.51522075736891,318.1687591735722,8459.347298956814
87,1427.1356420024501,104.98868157289317,2.6624764428452243,238.92644374678207,9924.56040741927
88,1440.2224583829677,101.23699335658208,2.1732085563878414,220.97320924507682,8253.499881891072
89,1440.9704698165542,104.8012554731768,2.8630054444478583,784.2050739007179,10382.554962431377
90,1412.9253324980907,97.01552372264761,2.1977365330859904,936.5762298230433,11322.477631150916
91,1452.5459392658556,101.44696959572825,1.8624661323313203,159.84664063009973,10964.482597160237
92,1467.516730924897,102.27210421650607,1.779544753252579,815.7405806739011,8806.509280190978
93,1445.2228223402449,99.40471489466829,3.129149440462764,698.6774986265801,10092.261699076476
94,1463.0668705514754,99.3698823391608,2.2848902148452708,834.9394955244194,9756.539634280874
95,1439.8538046927395,89.84835046187055,2.102755748328284,772.848442158626,10010.881560369917
96,1454.9039106064624,99.90449735595568,2.267782442746423,589.1975750025897,11625.888443858188
97,1436.7277608712302,102.43470630612148,3.37966424722695,664.9372477642761,9339.622458628344
98,1455.0774461124163,98.923560430496,2.740145511857027,580.1149827786894,11575.570332203832
99,1442.6890746411827,103.01910279339653,2.1234441355910967,323.64022583301914,10975.785170290708
100,1451.073493558291,98.61171276617442,3.024917371481381,889.0890730855745,9368.32699486363
101,1469.304624457744,98.7768122087718,1.7998348546975476,306.32625570937734,10889.010273572265
102,1463.0440888015848,107.77818929402476,2.8878968889342,588.4519990128365,9007.19623562781
103,1434.1242189572943,98.43542812514292,3.3169011226672565,625.0526152895084,9603.40566705456
104,1459.815484845311,100.72207664544773,1.8067028062321604,627.6068488151175,10023.554715537864
105,1446.9573067049478,101.2345771747513,3.244247817888303,938.9064542352512,10260.532734356835
106,1457.2151384760507,102.11942012139566,2.914477268626797,237.2851386228352,10305.153440667253
107,1429.8783226330045,110.43414056062119,2.972888471249446,940.9303132921134,11702.274051627104
108,1435.1559276961214,100.37106539950176,3.469682397924669,855.0082778013407,8498.650724813067
109,1488.0803665260623,103.61976333553896,2.2980054077402605,149.2854749398282,9340.788966583605
110,1434.8184343710975,92.72571664067115,2.5747912058758455,927.8700547714844,9385.383977463845
111,1469.0518831986358,96.90762891478805,2.404435881779614,302.1443406459838,9809.758064530773
112,1446.3138540387108,99.63638215126164,2.4967355454789595,477.03290455409314,11659.3836042724
113,1466.2068980350803,91.77547379851953,2.7645285758390608,111.78501092950027,10654.149488066843
114,1445.9666696416775,95.46737045629165,1.6706993361572877,997.1868266613526,10008.78004132497
115,1439.8365068089945,101.74643281736239,2.9999209407983556,288.91503378602715,11592.217157762854
116,1441.3950698967965,98.26570529379804,1.5730993356961898,524.8602505989993,10259.364533050466
117,1470.8287340356044,87.70324321475314,2.381525493876456,460.6867547877934,10238.561325232871
118,1444.8596860887947,99.14279567002104,3.2235712420270346,951.5039159202695,9493.237265119013
119,1462.4983581643112,94.3673049194512,2.317468342196193,122.84772009431038,8624.610389464762
120,1464.035175897212,107.3577754749708,1.554191985006967,299.7749457396545,8924.299186352286
121,1451.48118666456,100.34827427006395,1.8570893241086672,687.4714970666872,8952.731124186907
122,1446.395119027628,99.12589596225202,2.9445338637113183,870.1268212956571,11320.879458267966
123,1474.6959586401997,95.96455317846869,1.909968590831642,363.83295723491193,11585.34327408448
124,1454.8919953336317,94.74443211807349,2.3428491011849957,903.4045399692774,11269.774246953762
125,1431.377481535763,96.91847295472577,2.259384816334534,631.265448263327,9072.254563291504
126,1430.7935597125559,109.77397090992183,2.6040943617039605,492.51387622178504,9177.86303816767
127,1464.5773403525911,100.84520874681714,3.0997105118946306,482.6921540223101,8089.877233280469
128,1454.6170265333808,92.44915803671687,2.7669564396522945,332.09891688988205,8557.424296291296
129,1430.67328930364,101.50408711127027,2.044614653038738,116.55160889272005,11657.195226241996
130,1452.9376788264651,96.10813611192484,2.048110441374412,598.7602022642141,10605.681553407456
131,1442.962784197076,103.63468706315895,1.521991657316961,223.19706706192653,11600.074567392421
132,1453.840446014708,105.91345491972757,2.701033720867307,698.5330070916299,8701.485114493798
133,1447.628477648947,105.03296623956844,2.266277056498995,567.0259347545538,8187.86386710022
134,1457.7648853070368,97.37128093423267,1.665597335850253,642.8368985197494,8981.396438725284
135,1427.1397713740946,97.00780476291473,2.2113454329298983,747.1413146658209,9188.4868624927
136,1435.7590166675209,114.16191032418695,2.8273423307252963,943.1467653922822,10930.288388841002
137,1459.1135029649704,93.40410008506912,1.6028516269685007,546.7296224811128,10387.371395667556
138,1467.2390998942851,97.48411787437057,1.7131965062675436,167.62400356222787,10912.755024814414
139,1479.6254103044616,100.76367673685495,2.3696546772074925,321.76182991519613,11276.409270696799
140,1459.486116085833,105.86277224813365,2.044290274459925,631.2076001821783,9443.895587760107
141,1430.209781662939,99.86877390495663,2.583801894756716,885.6512522887674,10928.899545638245
142,1458.3968567189656,106.4039036277731,2.884553129035705,864.2760864087874,8998.672035436744
143,1427.1017220745339,100.71047546331107,3.4753360159932942,949.653405717952,8157.707245474024
144,1456.4442732869888,102.03843843581555,1.861150690254667,611.1507074973665,11661.953190352167
145,1456.6995959727562,99.93363812017104,3.4421164903307355,949.8398402020905,9896.856866629856
146,1450.424775641957,101.14878069747873,2.1382009464865113,846.0239267356096,8148.030538861971
147,1428.922601164533,103.50516671758672,1.7411337715545576,169.25788146628824,10785.15510351256
148,1468.836341883603,96.52696348890248,1.6307126815978847,383.7613040475493,10157.965169501349
149,1440.2412273766472,106.21772954643276,2.751782752874018,897.3799734125685,10463.45275272922
150,1451.2342598391313,106.32740187532676,3.378135397025792,818.9049121962988,11991.73644213335
151,1468.347564258872,97.58284104934938,2.3038618272184843,531.888058273518,10510.02185287348
152,1443.3174621789885,108.2669223855885,2.34271400455414,763.8240714300024,8955.10858307321
153,1445.4945926786706,96.97606541669838,2.0744779833081637,366.6773084103911,8934.43100419964
154,1449.4797266891983,102.1710736626826,2.268653294319363,711.6825544237629,8873.015551460257
155,1447.5141542028007,96.8720757849127,3.2582366151243294,950.2588200622693,9869.606044999478
156,1433.1591696765656,102.91204873092025,3.482337252273953,308.5045312450991,11770.927096540503
157,1467.5065437157546,109.10554278893858,2.525377022033017,307.6028305459828,8706.112128022032
158,1440.6528921036286,98.22261440419872,3.0591689471335064,415.1127332500571,8231.370706253585
159,1444.3990109743515,95.13214896493938,3.0164769514081824,726.418556248413,8615.58362535942
160,1441.7166543357855,104.16465908877755,1.9476352296452462,583.2769806040722,10371.759739366813
161,1437.39834882125,101.8234891371857,3.2549217252607607,339.04003832983545,8518.059685131217
162,1454.2879808608736,102.67228394993512,2.8104839612780435,595.7716335482254,8347.94703964564
163,1423.771795225637,94.71329849785577,2.0195075675206526,751.0781023197264,9983.502940315084
164,1442.2358305144573,102.11893975819449,3.202413828097537,545.6318743125769,9922.346309306591
165,1468.0844211692925,102.71567525508436,2.195618415804386,710.2145373031572,10262.927855983164
166,1458.7589227798894,99.2035395460647,3.094852043213856,692.606651192583,11402.326916376967
167,1456.0842638971058,104.57503506900571,3.174026656727344,727.7243155023552,10720.563087041202
